Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,,
1900,Paris,Rugby,Rugby,"POPPE, Eduard",GER,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"REITZ, Heinrich",GER,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"SCHMIERER, August",GER,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"SMITH, V.",GBR,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"STOCKHAUSEN, Adolf",GER,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"TALBOT, M.W.",GBR,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"WALLIS, J.G.",GBR,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"WENDEROTH, Georg",GER,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"WHITTINDALE, Claud",GBR,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"WHITTINDALE, Raymond",GBR,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"WILSON, Francis Henry",GBR,Men,Rugby,Silver,,
1900,Paris,Sailing,Sailing,"MICHELET, E.",FRA,Men,0.5-1T,Bronze,,
1900,Paris,Sailing,Sailing,"MICHELET, F.",FRA,Men,0.5-1T,Bronze,,
1900,Paris,Sailing,Sailing,"GRETTON, John H.",GBR,Men,0.5-1T,Gold,,
1900,Paris,Sailing,Sailing,"HOPE, Linton",GBR,Men,0.5-1T,Gold,,
1900,Paris,Sailing,Sailing,"LORD CURRIE, Lorne Campbell",GBR,Men,0.5-1T,Gold,,
1900,Paris,Sailing,Sailing,"BAUDRIER, Jacques",FRA,Men,0.5-1T,Silver,,
1900,Paris,Sailing,Sailing,"LEBRET, Jean",FRA,Men,0.5-1T,Silver,,
1900,Paris,Sailing,Sailing,MARCOTTE,FRA,Men,0.5-1T,Silver,,
1900,Paris,Sailing,Sailing,"MARTIN, William",FRA,Men,0.5-1T,Silver,,
1900,Paris,Sailing,Sailing,VALTON,FRA,Men,0.5-1T,Silver,,
1900,Paris,Sailing,Sailing,"HORE, Edward",GBR,Men,10-20T,Bronze,,
1900,Paris,Sailing,Sailing,"BILLARD, Emile",FRA,Men,10-20T,Gold,,
1900,Paris,Sailing,Sailing,"PERQUER, P.",FRA,Men,10-20T,Gold,,
1900,Paris,Sailing,Sailing,"LE DUC DECAZES, Jean",FRA,Men,10-20T,Silver,,
1900,Paris,Sailing,Sailing,"MACHENRY, M.",USA,Men,3-10T,Bronze,,
1900,Paris,Sailing,Sailing,"TAYLOR, Howard",GBR,Men,3-10T,Gold,,
1900,Paris,Sailing,Sailing,"GUFFLET, Maurice",FRA,Men,3-10T,Silver,,
1900,Paris,Sailing,Sailing,"MICHELET, E.",FRA,Men,Open Class,Bronze,,
1900,Paris,Sailing,Sailing,"MICHELET, F.",FRA,Men,Open Class,Bronze,,
1900,Paris,Sailing,Sailing,"GRETTON, John H.",GBR,Men,Open Class,Gold,,
1900,Paris,Sailing,Sailing,"HOPE, Linton",GBR,Men,Open Class,Gold,,
1900,Paris,Sailing,Sailing,"LORD CURRIE, Lorne Campbell",GBR,Men,Open Class,Gold,,
1900,Paris,Sailing,Sailing,"NAUE, Georg",GER,Men,Open Class,Silver,,
1900,Paris,Sailing,Sailing,"PETERS, Heinrich",GER,Men,Open Class,Silver,,
1900,Paris,Sailing,Sailing,"WEISE, Ottokar",GER,Men,Open Class,Silver,,
1900,Paris,Sailing,Sailing,"WIESNER, Martin",GER,Men,Open Class,Silver,,
1900,Paris,Shooting,Shooting,"BALME, Eugène",FRA,Men,25M Rapid Fire Pistol (60 Shots),Bronze,,
1900,Paris,Shooting,Shooting,"LARROUY, Maurice",FRA,Men,25M Rapid Fire Pistol (60 Shots),Gold,,
1900,Paris,Shooting,Shooting,"MOREAUX, Léon",FRA,Men,25M Rapid Fire Pistol (60 Shots),Silver,,
1900,Paris,Shooting,Shooting,"BOUWENS, Antonius",NED,Men,"50M Army Pistol, Team",Bronze,,
1900,Paris,Shooting,Shooting,"SILLEM, Henrik",NED,Men,"50M Army Pistol, Team",Bronze,,
1900,Paris,Shooting,Shooting,"SWEYS, Anthony Ahasuerus",NED,Men,"50M Army Pistol, Team",Bronze,,
1900,Paris,Shooting,Shooting,"VAN DEN BERGH, Solko Johannes",NED,Men,"50M Army Pistol, Team",Bronze,,
1900,Paris,Shooting,Shooting,"VAN HAAN, Gerardus",NED,Men,"50M Army Pistol, Team",Bronze,,
1900,Paris,Shooting,Shooting,"LÜTHI, Friedrich",SUI,Men,"50M Army Pistol, Team",Gold,,
1900,Paris,Shooting,Shooting,"PROBST, Paul",SUI,Men,"50M Army Pistol, Team",Gold,,
1900,Paris,Shooting,Shooting,"RICHARDET, Louis-Marc",SUI,Men,"50M Army Pistol, Team",Gold,,
1900,Paris,Shooting,Shooting,"RÖDERER, Karl Konrad",SUI,Men,"50M Army Pistol, Team",Gold,,
1900,Paris,Shooting,Shooting,"STÄHELI, Konrad",SUI,Men,"50M Army Pistol, Team",Gold,,
1900,Paris,Shooting,Shooting,"DUFFOY, Louis",FRA,Men,"50M Army Pistol, Team",Silver,,
1900,Paris,Shooting,Shooting,"LECOQ, Maurice",FRA,Men,"50M Army Pistol, Team",Silver,,
1900,Paris,Shooting,Shooting,"MOREAUX, Léon",FRA,Men,"50M Army Pistol, Team",Silver,,
1900,Paris,Shooting,Shooting,"PAROCHE, Achille",FRA,Men,"50M Army Pistol, Team",Silver,,
1900,Paris,Shooting,Shooting,TRINITE,FRA,Men,"50M Army Pistol, Team",Silver,,
1900,Paris,Shooting,Shooting,"STÄHELI, Konrad",SUI,Men,50M Pistol (60 Shots),Bronze,,
1900,Paris,Shooting,Shooting,"RÖDERER, Karl Konrad",SUI,Men,50M Pistol (60 Shots),Gold,,
1900,Paris,Shooting,Shooting,"PAROCHE, Achille",FRA,Men,50M Pistol (60 Shots),Silver,,
1900,Paris,Shooting,Shooting,"ÖSTMO, Ole",NOR,Men,"Army Rifle, 300M, 3 Positions",Bronze,,
1900,Paris,Shooting,Shooting,"VAN ASBROECK, Paul",BEL,Men,"Army Rifle, 300M, 3 Positions",Bronze,,
1900,Paris,Shooting,Shooting,"KELLENBERGER, Emil",SUI,Men,"Army Rifle, 300M, 3 Positions",Gold,,
1900,Paris,Shooting,Shooting,"NIELSEN, Anders Peter",DEN,Men,"Army Rifle, 300M, 3 Positions",Silver,,
1900,Paris,Shooting,Shooting,"STÄHELI, Konrad",SUI,Men,"Army Rifle, 300M, Kneeling",Gold,,
1900,Paris,Shooting,Shooting,"KELLENBERGER, Emil",SUI,Men,"Army Rifle, 300M, Kneeling",Silver,,
1900,Paris,Shooting,Shooting,"NIELSEN, Anders Peter",DEN,Men,"Army Rifle, 300M, Kneeling",Silver,,
1900,Paris,Shooting,Shooting,"ÖSTMO, Ole",NOR,Men,"Army Rifle, 300M, Prone",Bronze,,
1900,Paris,Shooting,Shooting,"PAROCHE, Achille",FRA,Men,"Army Rifle, 300M, Prone",Gold,,
1900,Paris,Shooting,Shooting,"NIELSEN, Anders Peter",DEN,Men,"Army Rifle, 300M, Prone",Silver,,
1900,Paris,Shooting,Shooting,"PAUMIER DU VERGIER, Charles",BEL,Men,"Army Rifle, 300M, Standing",Bronze,,
1900,Paris,Shooting,Shooting,"MADSEN, Lars Jörgen",DEN,Men,"Army Rifle, 300M, Standing",Gold,,
1900,Paris,Shooting,Shooting,"ÖSTMO, Ole",NOR,Men,"Army Rifle, 300M, Standing",Silver,,
1900,Paris,Shooting,Shooting,"CAVADINI, Auguste",FRA,Men,"Free Rifle, Team",Bronze,,
1900,Paris,Shooting,Shooting,"LECOQ, Maurice",FRA,Men,"Free Rifle, Team",Bronze,,
1900,Paris,Shooting,Shooting,"MOREAUX, Léon",FRA,Men,"Free Rifle, Team",Bronze,,
1900,Paris,Shooting,Shooting,"PAROCHE, Achille",FRA,Men,"Free Rifle, Team",Bronze,,
1900,Paris,Shooting,Shooting,"THOMAS, René",FRA,Men,"Free Rifle, Team",Bronze,,
1900,Paris,Shooting,Shooting,"BÖCKLI, Franz",SUI,Men,"Free Rifle, Team",Gold,,
1900,Paris,Shooting,Shooting,"GRÜTER, Alfred",SUI,Men,"Free Rifle, Team",Gold,,
1900,Paris,Shooting,Shooting,"KELLENBERGER, Emil",SUI,Men,"Free Rifle, Team",Gold,,
1900,Paris,Shooting,Shooting,"RICHARDET, Louis-Marc",SUI,Men,"Free Rifle, Team",Gold,,
1900,Paris,Shooting,Shooting,"STÄHELI, Konrad",SUI,Men,"Free Rifle, Team",Gold,,
1900,Paris,Shooting,Shooting,"FRYDENLUND, Olaf Emil",NOR,Men,"Free Rifle, Team",Silver,,
1900,Paris,Shooting,Shooting,"HERMANDSEN, Hellmer",NOR,Men,"Free Rifle, Team",Silver,,
1900,Paris,Shooting,Shooting,"ÖSTMO, Ole",NOR,Men,"Free Rifle, Team",Silver,,
1900,Paris,Shooting,Shooting,"SAETHER, Ole Andreas",NOR,Men,"Free Rifle, Team",Silver,,
1900,Paris,Shooting,Shooting,"SEEBERG, Tom",NOR,Men,"Free Rifle, Team",Silver,,
1900,Paris,Shooting,Shooting,"DE CLARY, Justinien",FRA,Men,Trap (125 Targets),Bronze,,
1900,Paris,Shooting,Shooting,"DE BARBARIN, Roger",FRA,Men,Trap (125 Targets),Gold,,
1900,Paris,Shooting,Shooting,"GUYOT, René",FRA,Men,Trap (125 Targets),Silver,,
1900,Paris,Tennis,Tennis,"DE LA CHAPELLE, Georges",FRA,Men,Doubles,Bronze,,
1900,Paris,Tennis,Tennis,"MAHONY, Harold Sergerson",GBR,Men,Doubles,Bronze,,
1900,Paris,Tennis,Tennis,"NORRIS, Arthur B.J.",GBR,Men,Doubles,Bronze,,
1900,Paris,Tennis,Tennis,"PREVOST, André",FRA,Men,Doubles,Bronze,,
1900,Paris,Tennis,Tennis,"DOHERTY, Hugh Lawrence",GBR,Men,Doubles,Gold,,
1900,Paris,Tennis,Tennis,"DOHERTY, Reginald Frank",GBR,Men,Doubles,Gold,,
1900,Paris,Tennis,Tennis,"DE GARMENDIA, Basil Spalding",ZZX,Men,Doubles,Silver,,
1900,Paris,Tennis,Tennis,"DECUGIS, Max",ZZX,Men,Doubles,Silver,,
1900,Paris,Tennis,Tennis,"DOHERTY, Hugh Lawrence",ZZX,Men,Mixed Doubles,Bronze,,
1900,Paris,Tennis,Tennis,"WARDEN, Archibald A.",ZZX,Men,Mixed Doubles,Bronze,,
1900,Paris,Tennis,Tennis,"DOHERTY, Reginald Frank",GBR,Men,Mixed Doubles,Gold,,
1900,Paris,Tennis,Tennis,"MAHONY, Harold Sergerson",ZZX,Men,Mixed Doubles,Silver,,
1900,Paris,Tennis,Tennis,"JONES, Marion",ZZX,Women,Mixed Doubles,Bronze,,
1900,Paris,Tennis,Tennis,"ROSENBAUM, Hedwig",ZZX,Women,Mixed Doubles,Bronze,,
1900,Paris,Tennis,Tennis,"COOPER, Charlotte",GBR,Women,Mixed Doubles,Gold,,
1900,Paris,Tennis,Tennis,"PREVOST, Hélène",ZZX,Women,Mixed Doubles,Silver,,
1900,Paris,Tennis,Tennis,"DOHERTY, Reginald Frank",GBR,Men,Singles,Bronze,,
1900,Paris,Tennis,Tennis,"NORRIS, Arthur B.J.",GBR,Men,Singles,Bronze,,
1900,Paris,Tennis,Tennis,"DOHERTY, Hugh Lawrence",GBR,Men,Singles,Gold,,
1900,Paris,Tennis,Tennis,"MAHONY, Harold Sergerson",GBR,Men,Singles,Silver,,
1900,Paris,Tennis,Tennis,"JONES, Marion",USA,Women,Singles,Bronze,,
1900,Paris,Tennis,Tennis,"ROSENBAUM, Hedwig",BOH,Women,Singles,Bronze,,
1900,Paris,Tennis,Tennis,"COOPER, Charlotte",GBR,Women,Singles,Gold,,
1900,Paris,Tennis,Tennis,"PREVOST, Hélène",FRA,Women,Singles,Silver,,
1900,Paris,Tug of War,Tug of War,"AABYE, Edgar",ZZX,Men,Tug Of War,Gold,,
1900,Paris,Tug of War,Tug of War,"NILSSON, August",ZZX,Men,Tug Of War,Gold,,
1900,Paris,Tug of War,Tug of War,"SCHMIDT, Eugen",ZZX,Men,Tug Of War,Gold,,
1900,Paris,Tug of War,Tug of War,"SÖDERSTRÖM, Gustaf",ZZX,Men,Tug Of War,Gold,,
1900,Paris,Tug of War,Tug of War,"STAAF, Karl Gustav",ZZX,Men,Tug Of War,Gold,,
1900,Paris,Tug of War,Tug of War,"WINCKLER, Charles",ZZX,Men,Tug Of War,Gold,,
1900,Paris,Tug of War,Tug of War,"BASSET, Pierre",FRA,Men,Tug Of War,Silver,,
1900,Paris,Tug of War,Tug of War,"COLLAS, Jean",FRA,Men,Tug Of War,Silver,,
1900,Paris,Tug of War,Tug of War,"GONDOUIN, Charles",FRA,Men,Tug Of War,Silver,,
1900,Paris,Tug of War,Tug of War,"HENRIQUEZ DE ZUBIERRA, Constantin",FRA,Men,Tug Of War,Silver,,
1900,Paris,Tug of War,Tug of War,"ROFFO, Joseph",FRA,Men,Tug Of War,Silver,,
1900,Paris,Tug of War,Tug of War,"SARRADE, Emile",FRA,Men,Tug Of War,Silver,,
1904,St Louis,Aquatics,Diving,"BRAUNSCHWEIGER, Alfred",GER,Men,10M Platform,Bronze,,
1904,St Louis,Aquatics,Diving,"KEHOE, Frank",USA,Men,10M Platform,Bronze,,
1904,St Louis,Aquatics,Diving,"SHELDON, George",USA,Men,10M Platform,Gold,,
1904,St Louis,Aquatics,Diving,"HOFFMANN, Georg",GER,Men,10M Platform,Silver,,
1904,St Louis,Aquatics,Diving,"GOODWIN, Leo Budd",USA,Men,Plunge For Distance,Bronze,,
1904,St Louis,Aquatics,Diving,"DICKEY, William Paul",USA,Men,Plunge For Distance,Gold,,
1904,St Louis,Aquatics,Diving,"ADAMS, Edgar H.",USA,Men,Plunge For Distance,Silver,,
1904,St Louis,Aquatics,Swimming,"ZACHARIAS, Georg",GER,Men,100M Backstroke,Bronze,,
1904,St Louis,Aquatics,Swimming,"BRACK, Walter",GER,Men,100M Backstroke,Gold,,
1904,St Louis,Aquatics,Swimming,"HOFFMANN, Georg",GER,Men,100M Backstroke,Silver,,
1904,St Louis,Aquatics,Swimming,"LEARY, J. Scott",USA,Men,100M Freestyle,Bronze,,
1904,St Louis,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,100M Freestyle,Gold,,
1904,St Louis,Aquatics,Swimming,"DANIELS, Charles",USA,Men,100M Freestyle,Silver,,
1904,St Louis,Aquatics,Swimming,"GAILEY, Francis",USA,Men,1500M Freestyle,Bronze,,
1904,St Louis,Aquatics,Swimming,"RAUSCH, Emil",GER,Men,1500M Freestyle,Gold,,
1904,St Louis,Aquatics,Swimming,"KISS, Geza",HUN,Men,1500M Freestyle,Silver,,
1904,St Louis,Aquatics,Swimming,"RAUSCH, Emil",GER,Men,200M Freestyle,Bronze,,
1904,St Louis,Aquatics,Swimming,"DANIELS, Charles",USA,Men,200M Freestyle,Gold,,
1904,St Louis,Aquatics,Swimming,"GAILEY, Francis",USA,Men,200M Freestyle,Silver,,
1904,St Louis,Aquatics,Swimming,"HANDY, Hehry Jamison",USA,Men,400M Breaststroke,Bronze,,
1904,St Louis,Aquatics,Swimming,"ZACHARIAS, Georg",GER,Men,400M Breaststroke,Gold,,
1904,St Louis,Aquatics,Swimming,"BRACK, Walter",GER,Men,400M Breaststroke,Silver,,
1904,St Louis,Aquatics,Swimming,"WAHLE, Otto",AUT,Men,400M Freestyle,Bronze,,
1904,St Louis,Aquatics,Swimming,"DANIELS, Charles",USA,Men,400M Freestyle,Gold,,
1904,St Louis,Aquatics,Swimming,"GAILEY, Francis",USA,Men,400M Freestyle,Silver,,
1904,St Louis,Aquatics,Swimming,"EVANS, Gwynne",USA,Men,4X50Y Freestyle Relay,Bronze,,
1904,St Louis,Aquatics,Swimming,"ORTHWEIN, William Robert",USA,Men,4X50Y Freestyle Relay,Bronze,,
1904,St Louis,Aquatics,Swimming,"REYBURN, Amadee",USA,Men,4X50Y Freestyle Relay,Bronze,,
1904,St Louis,Aquatics,Swimming,"SCHWARTZ, Marquard",USA,Men,4X50Y Freestyle Relay,Bronze,,
1904,St Louis,Aquatics,Swimming,"DANIELS, Charles",USA,Men,4X50Y Freestyle Relay,Gold,,
1904,St Louis,Aquatics,Swimming,"GOODWIN, Leo Budd",USA,Men,4X50Y Freestyle Relay,Gold,,
1904,St Louis,Aquatics,Swimming,"HANDLEY, Louis De Breda",USA,Men,4X50Y Freestyle Relay,Gold,,
1904,St Louis,Aquatics,Swimming,"RUDDY, Joseph A.",USA,Men,4X50Y Freestyle Relay,Gold,,
1904,St Louis,Aquatics,Swimming,"GOETZ, Hugo",USA,Men,4X50Y Freestyle Relay,Silver,,
1904,St Louis,Aquatics,Swimming,"HAMMOND, David",USA,Men,4X50Y Freestyle Relay,Silver,,
1904,St Louis,Aquatics,Swimming,"THORNE, Raymond",USA,Men,4X50Y Freestyle Relay,Silver,,
1904,St Louis,Aquatics,Swimming,"TUTTLE, William",USA,Men,4X50Y Freestyle Relay,Silver,,
1904,St Louis,Aquatics,Swimming,"DANIELS, Charles",USA,Men,50Y Freestyle (45.72M),Bronze,,
1904,St Louis,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,50Y Freestyle (45.72M),Gold,,
1904,St Louis,Aquatics,Swimming,"LEARY, J. Scott",USA,Men,50Y Freestyle (45.72M),Silver,,
1904,St Louis,Aquatics,Swimming,"KISS, Geza",HUN,Men,880Y Freestyle (804.66M),Bronze,,
1904,St Louis,Aquatics,Swimming,"RAUSCH, Emil",GER,Men,880Y Freestyle (804.66M),Gold,,
1904,St Louis,Aquatics,Swimming,"GAILEY, Francis",USA,Men,880Y Freestyle (804.66M),Silver,,
1904,St Louis,Archery,Archery,"THOMPSON, William Henry",USA,Men,Double American Round (60Y - 50Y - 40Y),Bronze,,
1904,St Louis,Archery,Archery,"BRYANT, George Philipp",USA,Men,Double American Round (60Y - 50Y - 40Y),Gold,,
1904,St Louis,Archery,Archery,"WILLIAMS, Robert",USA,Men,Double American Round (60Y - 50Y - 40Y),Silver,,
1904,St Louis,Archery,Archery,"POLLOCK, Jessie",USA,Women,Double Columbia Round (50Y - 40Y - 30Y),Bronze,,
1904,St Louis,Archery,Archery,"HOWELL, Matilda Scott",USA,Women,Double Columbia Round (50Y - 40Y - 30Y),Gold,,
1904,St Louis,Archery,Archery,"COOKE, Emma C.",USA,Women,Double Columbia Round (50Y - 40Y - 30Y),Silver,,
1904,St Louis,Archery,Archery,"POLLOCK, Jessie",USA,Women,Double National Round (60Y - 50Y),Bronze,,
1904,St Louis,Archery,Archery,"HOWELL, Matilda Scott",USA,Women,Double National Round (60Y - 50Y),Gold,,
1904,St Louis,Archery,Archery,"COOKE, Emma C.",USA,Women,Double National Round (60Y - 50Y),Silver,,
1904,St Louis,Archery,Archery,"THOMPSON, William Henry",USA,Men,Double York Round (100Y - 80Y - 60Y),Bronze,,
1904,St Louis,Archery,Archery,"BRYANT, George Philipp",USA,Men,Double York Round (100Y - 80Y - 60Y),Gold,,
1904,St Louis,Archery,Archery,"WILLIAMS, Robert",USA,Men,Double York Round (100Y - 80Y - 60Y),Silver,,
1904,St Louis,Archery,Archery,"BRYANT, George Philipp",USA,Men,Team Round 60Y,Bronze,,
1904,St Louis,Archery,Archery,"BRYANT, Wallace",USA,Men,Team Round 60Y,Bronze,,
1904,St Louis,Archery,Archery,"DALLIN, Cyrus Edwin",USA,Men,Team Round 60Y,Bronze,,
1904,St Louis,Archery,Archery,"RICHARDSON, Henry Barber",USA,Men,Team Round 60Y,Bronze,,
1904,St Louis,Archery,Archery,"MAXSON, Louis W.",USA,Men,Team Round 60Y,Gold,,
1904,St Louis,Archery,Archery,"SPENCER, Galen Carter",USA,Men,Team Round 60Y,Gold,,
1904,St Louis,Archery,Archery,"THOMPSON, William Henry",USA,Men,Team Round 60Y,Gold,,
1904,St Louis,Archery,Archery,"WILLIAMS, Robert",USA,Men,Team Round 60Y,Gold,,
1904,St Louis,Archery,Archery,"CLARK, William A.",USA,Men,Team Round 60Y,Silver,,
1904,St Louis,Archery,Archery,"DUVALL, Samuel Harding",USA,Men,Team Round 60Y,Silver,,
1904,St Louis,Archery,Archery,"HUBBARD, Charles R.",USA,Men,Team Round 60Y,Silver,,
1904,St Louis,Archery,Archery,"WOODRUFF, Charles S.",USA,Men,Team Round 60Y,Silver,,
1904,St Louis,Archery,Archery,"HOWELL, Matilda Scott",USA,Women,Teams Fita Round,Gold,,
1904,St Louis,Archery,Archery,"POLLOCK, Jessie",USA,Women,Teams Fita Round,Gold,,
1904,St Louis,Archery,Archery,"TAYLOR, Louise",USA,Women,Teams Fita Round,Gold,,
1904,St Louis,Archery,Archery,"WOODRUFF, Laura",USA,Women,Teams Fita Round,Gold,,
1904,St Louis,Archery,Archery,"COOKE, Emma C.",USA,Women,Teams Fita Round,Silver,,
1904,St Louis,Archery,Archery,"TAYLOR, Mabel",USA,Women,Teams Fita Round,Silver,,
1904,St Louis,Athletics,Athletics,"HOGENSON, William",USA,Men,100M,Bronze,,
1904,St Louis,Athletics,Athletics,"HAHN, Archie",USA,Men,100M,Gold,,
1904,St Louis,Athletics,Athletics,"CARTMELL, John Nathaniel",USA,Men,100M,Silver,,
1904,St Louis,Athletics,Athletics,"ASHBURNER, Lesley",USA,Men,110M Hurdles,Bronze,,
1904,St Louis,Athletics,Athletics,"SCHULE, Frederick",USA,Men,110M Hurdles,Gold,,
1904,St Louis,Athletics,Athletics,"SHIDELER, Thaddeus",USA,Men,110M Hurdles,Silver,,
1904,St Louis,Athletics,Athletics,"HEARN, Lacey",USA,Men,1500M,Bronze,,
1904,St Louis,Athletics,Athletics,"LIGHTBODY, James",USA,Men,1500M,Gold,,
1904,St Louis,Athletics,Athletics,"VERNER, William Frank",USA,Men,1500M,Silver,,
1904,St Louis,Athletics,Athletics,"HOGENSON, William",USA,Men,200M,Bronze,,
1904,St Louis,Athletics,Athletics,"HAHN, Archie",USA,Men,200M,Gold,,
1904,St Louis,Athletics,Athletics,"CARTMELL, John Nathaniel",USA,Men,200M,Silver,,
1904,St Louis,Athletics,Athletics,"POAGE, George",USA,Men,200M Hurdles,Bronze,,
1904,St Louis,Athletics,Athletics,"HILLMAN, Harry",USA,Men,200M Hurdles,Gold,,
1904,St Louis,Athletics,Athletics,"CASTLEMAN, Frank",USA,Men,200M Hurdles,Silver,,
1904,St Louis,Athletics,Athletics,"NEWTON, Arthur",USA,Men,3000M Steeplechase,Bronze,,
1904,St Louis,Athletics,Athletics,"LIGHTBODY, James",USA,Men,3000M Steeplechase,Gold,,
1904,St Louis,Athletics,Athletics,"DALY, John",GBR,Men,3000M Steeplechase,Silver,,
1904,St Louis,Athletics,Athletics,"GROMAN, Herman",USA,Men,400M,Bronze,,
1904,St Louis,Athletics,Athletics,"HILLMAN, Harry",USA,Men,400M,Gold,,
1904,St Louis,Athletics,Athletics,"WALLER, Frank",USA,Men,400M,Silver,,
1904,St Louis,Athletics,Athletics,"POAGE, George",USA,Men,400M Hurdles,Bronze,,
1904,St Louis,Athletics,Athletics,"HILLMAN, Harry",USA,Men,400M Hurdles,Gold,,
1904,St Louis,Athletics,Athletics,"WALLER, Frank",USA,Men,400M Hurdles,Silver,,
1904,St Louis,Athletics,Athletics,"MUNSON, David Curtis",USA,Men,4Miles Team,Gold,,
1904,St Louis,Athletics,Athletics,"NEWTON, Arthur",USA,Men,4Miles Team,Gold,,
1904,St Louis,Athletics,Athletics,"PILGRIM, Paul Harry",USA,Men,4Miles Team,Gold,,
1904,St Louis,Athletics,Athletics,"UNDERWOOD, George",USA,Men,4Miles Team,Gold,,
1904,St Louis,Athletics,Athletics,"VALENTINE, Howard",USA,Men,4Miles Team,Gold,,
1904,St Louis,Athletics,Athletics,"CORAY, Albert",ZZX,Men,4Miles Team,Silver,,
1904,St Louis,Athletics,Athletics,"HATCH, Sidney",ZZX,Men,4Miles Team,Silver,,
1904,St Louis,Athletics,Athletics,"HEARN, Lacey",ZZX,Men,4Miles Team,Silver,,
1904,St Louis,Athletics,Athletics,"LIGHTBODY, James",ZZX,Men,4Miles Team,Silver,,
1904,St Louis,Athletics,Athletics,"VERNER, William Frank",ZZX,Men,4Miles Team,Silver,,
1904,St Louis,Athletics,Athletics,"MITCHELL, James",USA,Men,56LB Weight Throw (25.4KG),Bronze,,
1904,St Louis,Athletics,Athletics,"DESMARTEAU, Etienne",CAN,Men,56LB Weight Throw (25.4KG),Gold,,
1904,St Louis,Athletics,Athletics,"FLANAGAN, John Jesus",USA,Men,56LB Weight Throw (25.4KG),Silver,,
1904,St Louis,Athletics,Athletics,"MOULTON, Fay",USA,Men,60M,Bronze,,
1904,St Louis,Athletics,Athletics,"HAHN, Archie",USA,Men,60M,Gold,,
1904,St Louis,Athletics,Athletics,"HOGENSON, William",USA,Men,60M,Silver,,
1904,St Louis,Athletics,Athletics,"BREITKREUTZ, Emil",USA,Men,800M,Bronze,,
1904,St Louis,Athletics,Athletics,"LIGHTBODY, James",USA,Men,800M,Gold,,
1904,St Louis,Athletics,Athletics,"VALENTINE, Howard",USA,Men,800M,Silver,,
1904,St Louis,Athletics,Athletics,"HARE, Thomas Truxton",USA,Men,Decathlon,Bronze,,
1904,St Louis,Athletics,Athletics,"KIELY, Thomas Francis",GBR,Men,Decathlon,Gold,,
1904,St Louis,Athletics,Athletics,"GUNN, Adam",USA,Men,Decathlon,Silver,,
1904,St Louis,Athletics,Athletics,"GEORGANDAS, Nicolaos",GRE,Men,Discus Throw,Bronze,,
1904,St Louis,Athletics,Athletics,"SHERIDAN, Martin",USA,Men,Discus Throw,Gold,,
1904,St Louis,Athletics,Athletics,"ROSE, Ralph",USA,Men,Discus Throw,Silver,,
1904,St Louis,Athletics,Athletics,"ROSE, Ralph",USA,Men,Hammer Throw,Bronze,,
1904,St Louis,Athletics,Athletics,"FLANAGAN, John Jesus",USA,Men,Hammer Throw,Gold,,
1904,St Louis,Athletics,Athletics,"DEWITT, John",USA,Men,Hammer Throw,Silver,,
1904,St Louis,Athletics,Athletics,"WEINSTEIN, Paul",GER,Men,High Jump,Bronze,,
1904,St Louis,Athletics,Athletics,"JONES, Samuel",USA,Men,High Jump,Gold,,
1904,St Louis,Athletics,Athletics,"SERVISS, Garrett",USA,Men,High Jump,Silver,,
1904,St Louis,Athletics,Athletics,"ROBERTSON, Lawson N.",USA,Men,"High Jump, Standing",Bronze,,
1904,St Louis,Athletics,Athletics,"EWRY, Ray",USA,Men,"High Jump, Standing",Gold,,
1904,St Louis,Athletics,Athletics,"STADLER, Joseph F.",USA,Men,"High Jump, Standing",Silver,,
1904,St Louis,Athletics,Athletics,"STANGLAND, Robert",USA,Men,Long Jump,Bronze,,
1904,St Louis,Athletics,Athletics,"PRINSTEIN, Meyer",USA,Men,Long Jump,Gold,,
1904,St Louis,Athletics,Athletics,"FRANK, Daniel",USA,Men,Long Jump,Silver,,
1904,St Louis,Athletics,Athletics,"BILLER, John",USA,Men,"Long Jump, Standing",Bronze,,
1904,St Louis,Athletics,Athletics,"EWRY, Ray",USA,Men,"Long Jump, Standing",Gold,,
1904,St Louis,Athletics,Athletics,"KING, Charles",USA,Men,"Long Jump, Standing",Silver,,
1904,St Louis,Athletics,Athletics,"NEWTON, Arthur",USA,Men,Marathon,Bronze,,
1904,St Louis,Athletics,Athletics,"HICKS, Thomas",USA,Men,Marathon,Gold,,
1904,St Louis,Athletics,Athletics,"CORAY, Albert",USA,Men,Marathon,Silver,,
1904,St Louis,Athletics,Athletics,"WILKINS, Louis",USA,Men,Pole Vault,Bronze,,
1904,St Louis,Athletics,Athletics,"DVORAK, Charles",USA,Men,Pole Vault,Gold,,
